name,value,year,lastValue,rank
Chardonnay,34.7,2001,34.68,9
Chardonnay,34.68,2000.9,34.65,
Chardonnay,34.65,2000.8,34.63,
Chardonnay,34.63,2000.7,34.6,
Chardonnay,34.6,2000.6,34.58,
Chardonnay,34.58,2000.5,34.55,
Chardonnay,34.55,2000.4,34.53,
Chardonnay,34.53,2000.3,34.5,
Chardonnay,34.5,2000.2,34.48,
Chardonnay,34.48,2000.1,34.45,
Chardonnay,34.45,2000,34.45,9
Pinot Noir,859,2018,853.4,1
Pinot Noir,853.4,2017.9,847.8,1
Pinot Noir,847.8,2017.8,842.2,1
Pinot Noir,842.2,2017.7,836.6,1
Pinot Noir,836.6,2017.6,831,1
Pinot Noir,831,2017.5,825.4,1
Pinot Noir,825.4,2017.4,819.8,1
Pinot Noir,819.8,2017.3,814.2,1
Pinot Noir,814.2,2017.2,808.6,1
Pinot Noir,808.6,2017.1,803,1
Pinot Noir,803,2017,771,1
Pinot Noir,771,2016.9,739,1
Pinot Noir,739,2016.8,707,1
Pinot Noir,707,2016.7,675,1
Pinot Noir,675,2016.6,643,1
Pinot Noir,643,2016.5,611,1
Pinot Noir,611,2016.4,579,1
Pinot Noir,579,2016.3,547,1
Pinot Noir,547,2016.2,515,2
Pinot Noir,515,2016.1,483.11,2
Pinot Noir,483.11,2016,467.11,2
Pinot Noir,467.11,2015.9,451.11,2
Pinot Noir,451.11,2015.8,435.11,2
Pinot Noir,435.11,2015.7,419.11,2
Pinot Noir,419.11,2015.6,403.11,2
Pinot Noir,403.11,2015.5,387.11,2
Pinot Noir,387.11,2015.4,371.11,2
Pinot Noir,371.11,2015.3,355.11,2
Pinot Noir,355.11,2015.2,339.11,2
Pinot Noir,339.11,2015.1,323.14,2
Pinot Noir,323.14,2015,323.14,2
Pinot Noir,323.14,2014.9,323.14,2
Pinot Noir,323.14,2014.8,323.14,2
Pinot Noir,323.14,2014.7,323.14,2
Pinot Noir,323.14,2014.6,323.14,2
Pinot Noir,323.14,2014.5,323.14,2
Pinot Noir,323.14,2014.4,323.14,2
Pinot Noir,323.14,2014.3,323.14,2
Pinot Noir,323.14,2014.2,323.14,2
Pinot Noir,323.14,2014.1,323.14,2
Pinot Noir,323.14,2014,321.35,2
Pinot Noir,321.35,2013.9,319.56,2
Pinot Noir,319.56,2013.8,317.77,2
Pinot Noir,317.77,2013.7,315.98,2
Pinot Noir,315.98,2013.6,314.19,2
Pinot Noir,314.19,2013.5,312.4,2
Pinot Noir,312.4,2013.4,310.61,2
Pinot Noir,310.61,2013.3,308.82,2
Pinot Noir,308.82,2013.2,307.03,2
Pinot Noir,307.03,2013.1,305.22,2
Pinot Noir,305.22,2013,302.51,2
Pinot Noir,302.51,2012.9,299.8,2
Pinot Noir,299.8,2012.8,297.09,2
Pinot Noir,297.09,2012.7,294.38,2
Pinot Noir,294.38,2012.6,291.67,2
Pinot Noir,291.67,2012.5,288.96,2
Pinot Noir,288.96,2012.4,286.25,2
Pinot Noir,286.25,2012.3,283.54,2
Pinot Noir,283.54,2012.2,280.83,2
Pinot Noir,280.83,2012.1,278.09,2
Pinot Noir,278.09,2012,276.05,2
Pinot Noir,276.05,2011.9,274.01,2
Pinot Noir,274.01,2011.8,271.97,2
Pinot Noir,271.97,2011.7,269.93,2
Pinot Noir,269.93,2011.6,267.89,2
Pinot Noir,267.89,2011.5,265.85,2
Pinot Noir,265.85,2011.4,263.81,2
Pinot Noir,263.81,2011.3,261.77,2
Pinot Noir,261.77,2011.2,259.73,2
Pinot Noir,259.73,2011.1,257.65,2
Pinot Noir,257.65,2011,256.66,2
Pinot Noir,256.66,2010.9,255.67,2
Pinot Noir,255.67,2010.8,254.69,2
Pinot Noir,254.69,2010.7,253.7,2
Pinot Noir,253.7,2010.6,252.71,2
Pinot Noir,252.71,2010.5,251.72,2
Pinot Noir,251.72,2010.4,250.73,2
Pinot Noir,250.73,2010.3,249.75,2
Pinot Noir,249.75,2010.2,248.76,2
Pinot Noir,248.76,2010.1,247.77,2
Pinot Noir,247.77,2010,244.79,2
Pinot Noir,244.79,2009.9,241.81,1
Pinot Noir,241.81,2009.8,238.83,1
Pinot Noir,238.83,2009.7,235.85,1
Pinot Noir,235.85,2009.6,232.87,1
Pinot Noir,232.87,2009.5,229.89,1
Pinot Noir,229.89,2009.4,226.91,1
Pinot Noir,226.91,2009.3,223.93,1
Pinot Noir,223.93,2009.2,220.95,1
Pinot Noir,220.95,2009.1,217.97,1
Pinot Noir,217.97,2009,214.44,1
Pinot Noir,214.44,2008.9,210.91,1
Pinot Noir,210.91,2008.8,207.38,1
Pinot Noir,207.38,2008.7,203.85,1
Pinot Noir,203.85,2008.6,200.32,1
Pinot Noir,200.32,2008.5,196.79,1
Pinot Noir,196.79,2008.4,193.26,1
Pinot Noir,193.26,2008.3,189.73,1
Pinot Noir,189.73,2008.2,186.2,1
Pinot Noir,186.2,2008.1,182.7,1
Pinot Noir,182.7,2008,176.57,1
Pinot Noir,176.57,2007.9,170.44,1
Pinot Noir,170.44,2007.8,164.31,1
Pinot Noir,164.31,2007.7,158.18,1
Pinot Noir,158.18,2007.6,152.05,1
Pinot Noir,152.05,2007.5,145.92,1
Pinot Noir,145.92,2007.4,139.79,1
Pinot Noir,139.79,2007.3,133.66,1
Pinot Noir,133.66,2007.2,127.53,1
Pinot Noir,127.53,2007.1,121.44,1
Pinot Noir,121.44,2007,119.15,1
Pinot Noir,119.15,2006.9,116.86,1
Pinot Noir,116.86,2006.8,114.57,1
Pinot Noir,114.57,2006.7,112.28,1
Pinot Noir,112.28,2006.6,109.99,1
Pinot Noir,109.99,2006.5,107.7,1
Pinot Noir,107.7,2006.4,105.41,1
Pinot Noir,105.41,2006.3,103.12,1
Pinot Noir,103.12,2006.2,100.83,1
Pinot Noir,100.83,2006.1,98.57,1
Pinot Noir,98.57,2006,94.93,1
Pinot Noir,94.93,2005.9,91.29,
Pinot Noir,91.29,2005.8,87.65,
Pinot Noir,87.65,2005.7,84.01,
Pinot Noir,84.01,2005.6,80.37,
Pinot Noir,80.37,2005.5,76.73,
Pinot Noir,76.73,2005.4,73.09,
Pinot Noir,73.09,2005.3,69.45,
Pinot Noir,69.45,2005.2,65.81,
Pinot Noir,65.81,2005.1,62.16,
Pinot Noir,62.16,2005,60.86,5
Pinot Noir,60.86,2004.9,59.56,
Pinot Noir,59.56,2004.8,58.26,
Pinot Noir,58.26,2004.7,56.96,
Pinot Noir,56.96,2004.6,55.66,
Pinot Noir,55.66,2004.5,54.36,
Pinot Noir,54.36,2004.4,53.06,
Pinot Noir,53.06,2004.3,51.76,
Pinot Noir,51.76,2004.2,50.46,
Pinot Noir,50.46,2004.1,49.1,
Pinot Noir,49.1,2004,47.6,6
Pinot Noir,47.6,2003.9,46.1,
Pinot Noir,46.1,2003.8,44.6,
Pinot Noir,44.6,2003.7,43.1,
Pinot Noir,43.1,2003.6,41.6,
Pinot Noir,41.6,2003.5,40.1,
Pinot Noir,40.1,2003.4,38.6,
Pinot Noir,38.6,2003.3,37.1,
Pinot Noir,37.1,2003.2,35.6,
Pinot Noir,35.6,2003.1,47.6,
Pinot Noir,47.6,2003,47.52,6
Pinot Noir,47.52,2002.9,47.43,
Pinot Noir,47.43,2002.8,47.35,
Pinot Noir,47.35,2002.7,47.26,
Pinot Noir,47.26,2002.6,47.18,
Pinot Noir,47.18,2002.5,47.09,
Pinot Noir,47.09,2002.4,47.01,
Pinot Noir,47.01,2002.3,46.92,
Pinot Noir,46.92,2002.2,46.84,
Pinot Noir,46.84,2002.1,46.75,
Pinot Noir,46.75,2002,46.67,7
Pinot Noir,46.67,2001.9,46.58,
Pinot Noir,46.58,2001.8,46.5,
Pinot Noir,46.5,2001.7,46.41,
Pinot Noir,46.41,2001.6,46.33,
Pinot Noir,46.33,2001.5,46.24,
Pinot Noir,46.24,2001.4,46.16,
Pinot Noir,46.16,2001.3,46.07,
Pinot Noir,46.07,2001.2,45.99,
Pinot Noir,45.99,2001.1,45.9,
Pinot Noir,45.9,2001,45.82,7
Pinot Noir,45.82,2000.9,45.73,
Pinot Noir,45.73,2000.8,45.65,
Pinot Noir,45.65,2000.7,45.56,
Pinot Noir,45.56,2000.6,45.48,
Pinot Noir,45.48,2000.5,45.39,
Pinot Noir,45.39,2000.4,45.31,
Pinot Noir,45.31,2000.3,45.22,
Pinot Noir,45.22,2000.2,45.14,
Pinot Noir,45.14,2000.1,45.05,
Pinot Noir,45.05,2000,45.05,7
Bacchus,200,2018,194.4,4
Bacchus,194.4,2017.9,188.8,4
Bacchus,188.8,2017.8,183.2,4
Bacchus,183.2,2017.7,177.6,4
Bacchus,177.6,2017.6,172,4
Bacchus,172,2017.5,166.4,4
Bacchus,166.4,2017.4,160.8,4
Bacchus,160.8,2017.3,155.2,4
Bacchus,155.2,2017.2,149.6,4
Bacchus,149.6,2017.1,144,4
Bacchus,144,2017,146.12,4
Bacchus,146.12,2016.9,148.24,
Bacchus,148.24,2016.8,150.36,
Bacchus,150.36,2016.7,152.48,
Bacchus,152.48,2016.6,154.6,
Bacchus,154.6,2016.5,156.72,
Bacchus,156.72,2016.4,158.84,
Bacchus,158.84,2016.3,160.96,
Bacchus,160.96,2016.2,163.08,
Bacchus,163.08,2016.1,165.2,
Bacchus,165.2,2016,161.53,3
Bacchus,161.53,2015.9,157.86,3
Bacchus,157.86,2015.8,154.19,3
Bacchus,154.19,2015.7,150.52,3
Bacchus,150.52,2015.6,146.85,3
Bacchus,146.85,2015.5,143.18,3
Bacchus,143.18,2015.4,139.51,3
Bacchus,139.51,2015.3,135.84,3
Bacchus,135.84,2015.2,132.17,3
Bacchus,132.17,2015.1,128.52,3
Bacchus,128.52,2015,128.3,3
Bacchus,128.3,2014.9,128.08,3
Bacchus,128.08,2014.8,127.86,3
Bacchus,127.86,2014.7,127.64,3
Bacchus,127.64,2014.6,127.42,3
Bacchus,127.42,2014.5,127.2,3
Bacchus,127.2,2014.4,126.98,3
Bacchus,126.98,2014.3,126.76,3
Bacchus,126.76,2014.2,126.54,3
Bacchus,126.54,2014.1,126.31,3
Bacchus,126.31,2014,126.76,3
Bacchus,126.76,2013.9,127.21,3
Bacchus,127.21,2013.8,127.66,3
Bacchus,127.66,2013.7,128.11,3
Bacchus,128.11,2013.6,128.56,3
Bacchus,128.56,2013.5,129.01,3
Bacchus,129.01,2013.4,129.46,3
Bacchus,129.46,2013.3,129.91,3
Bacchus,129.91,2013.2,130.36,3
Bacchus,130.36,2013.1,130.79,3
Bacchus,130.79,2013,130.69,3
Bacchus,130.69,2012.9,130.59,3
Bacchus,130.59,2012.8,130.49,3
Bacchus,130.49,2012.7,130.39,3
Bacchus,130.39,2012.6,130.29,3
Bacchus,130.29,2012.5,130.19,3
Bacchus,130.19,2012.4,130.09,3
Bacchus,130.09,2012.3,129.99,3
Bacchus,129.99,2012.2,129.89,3
Bacchus,129.89,2012.1,129.83,3
Bacchus,129.83,2012,130.16,3
Bacchus,130.16,2011.9,130.49,3
Bacchus,130.49,2011.8,130.82,3
Bacchus,130.82,2011.7,131.15,3
Bacchus,131.15,2011.6,131.48,3
Bacchus,131.48,2011.5,131.81,3
Bacchus,131.81,2011.4,132.14,3
Bacchus,132.14,2011.3,132.47,3
Bacchus,132.47,2011.2,132.8,3
Bacchus,132.8,2011.1,133.11,3
Bacchus,133.11,2011,132.635,3
Bacchus,132.635,2010.9,132.16,3
Bacchus,132.16,2010.8,131.685,3
Bacchus,131.685,2010.7,131.21,3
Bacchus,131.21,2010.6,130.735,3
Bacchus,130.735,2010.5,130.26,3
Bacchus,130.26,2010.4,129.785,3
Bacchus,129.785,2010.3,129.31,3
Bacchus,129.31,2010.2,128.835,3
Bacchus,128.835,2010.1,128.35,3
Bacchus,128.35,2010,127.39,3
Bacchus,127.39,2009.9,126.43,3
Bacchus,126.43,2009.8,125.47,3
Bacchus,125.47,2009.7,124.51,3
Bacchus,124.51,2009.6,123.55,3
Bacchus,123.55,2009.5,122.59,3
Bacchus,122.59,2009.4,121.63,3
Bacchus,121.63,2009.3,120.67,3
Bacchus,120.67,2009.2,119.71,3
Bacchus,119.71,2009.1,118.75,3
Bacchus,118.75,2009,117.24,3
Bacchus,117.24,2008.9,115.73,3
Bacchus,115.73,2008.8,114.22,3
Bacchus,114.22,2008.7,112.71,3
Bacchus,112.71,2008.6,111.2,3
Bacchus,111.2,2008.5,109.69,3
Bacchus,109.69,2008.4,108.18,3
Bacchus,108.18,2008.3,106.67,3
Bacchus,106.67,2008.2,105.16,3
Bacchus,105.16,2008.1,103.68,3
Bacchus,103.68,2008,103.752,3
Bacchus,103.752,2007.9,103.824,3
Bacchus,103.824,2007.8,103.896,3
Bacchus,103.896,2007.7,103.968,3
Bacchus,103.968,2007.6,104.04,3
Bacchus,104.04,2007.5,104.112,3
Bacchus,104.112,2007.4,104.184,3
Bacchus,104.184,2007.3,104.256,3
Bacchus,104.256,2007.2,104.328,3
Bacchus,104.328,2007.1,104.4,3
Bacchus,104.4,2007,102.9,3
Bacchus,102.9,2006.9,101.4,3
Bacchus,101.4,2006.8,99.9,3
Bacchus,99.9,2006.7,98.4,3
Bacchus,98.4,2006.6,96.9,3
Bacchus,96.9,2006.5,95.4,3
Bacchus,95.4,2006.4,93.9,3
Bacchus,93.9,2006.3,92.4,3
Bacchus,92.4,2006.2,90.9,3
Bacchus,90.9,2006.1,89.38,3
Bacchus,89.38,2006,88.1,3
Bacchus,88.1,2005.9,86.82,
Bacchus,86.82,2005.8,85.54,
Bacchus,85.54,2005.7,84.26,
Bacchus,84.26,2005.6,82.98,
Bacchus,82.98,2005.5,81.7,
Bacchus,81.7,2005.4,80.42,
Bacchus,80.42,2005.3,79.14,
Bacchus,79.14,2005.2,77.86,
Bacchus,77.86,2005.1,76.57,
Bacchus,76.57,2005,76.353,5
Bacchus,76.353,2004.9,76.136,
Bacchus,76.136,2004.8,75.919,
Bacchus,75.919,2004.7,75.702,
Bacchus,75.702,2004.6,75.485,
Bacchus,75.485,2004.5,75.268,
Bacchus,75.268,2004.4,75.051,
Bacchus,75.051,2004.3,74.834,
Bacchus,74.834,2004.2,74.617,
Bacchus,74.617,2004.1,74.4,
Bacchus,74.4,2004,74.76,4
Bacchus,74.76,2003.9,75.12,4
Bacchus,75.12,2003.8,75.48,4
Bacchus,75.48,2003.7,75.84,4
Bacchus,75.84,2003.6,76.2,4
Bacchus,76.2,2003.5,76.56,4
Bacchus,76.56,2003.4,76.92,4
Bacchus,76.92,2003.3,77.28,4
Bacchus,77.28,2003.2,77.64,4
Bacchus,77.64,2003.1,78,4
Bacchus,78,2003,78.215,4
Bacchus,78.215,2002.9,78.43,4
Bacchus,78.43,2002.8,78.645,4
Bacchus,78.645,2002.7,78.86,4
Bacchus,78.86,2002.6,79.075,4
Bacchus,79.075,2002.5,79.29,4
Bacchus,79.29,2002.4,79.505,4
Bacchus,79.505,2002.3,79.72,4
Bacchus,79.72,2002.2,79.935,4
Bacchus,79.935,2002.1,80.15,4
Bacchus,80.15,2002,80.365,4
Bacchus,80.365,2001.9,80.58,4
Bacchus,80.58,2001.8,80.795,4
Bacchus,80.795,2001.7,81.01,4
Bacchus,81.01,2001.6,81.225,4
Bacchus,81.225,2001.5,81.44,4
Bacchus,81.44,2001.4,81.655,4
Bacchus,81.655,2001.3,81.87,4
Bacchus,81.87,2001.2,82.085,4
Bacchus,82.085,2001.1,82.3,4
Bacchus,82.3,2001,82.515,4
Bacchus,82.515,2000.9,82.73,4
Bacchus,82.73,2000.8,82.945,4
Bacchus,82.945,2000.7,83.16,4
Bacchus,83.16,2000.6,83.375,4
Bacchus,83.375,2000.5,83.59,4
Bacchus,83.59,2000.4,83.805,4
Bacchus,83.805,2000.3,84.02,4
Bacchus,84.02,2000.2,84.235,4
Bacchus,84.235,2000.1,84.45,4
Bacchus,84.45,2000,84.45,4
